,ASIN,product_name,seller,seller_link,seller2,seller_link2,batteries,batteries_required?,date_first_available,discontinued_by_mfg,item_model_number,package_dimensions,product_dimensions,freq_bought,freq_bought_link,link_to_all_reviews
2905,B082WQVFB1 ,"QGeeM USB C Hub,12 in 1 USB C Laptop Docking Station Dual Monitor,Triple Display USB Type C Adapter Dock With 4K Dual HDMI,VGA,100W PD,Ethernet,4USB,SD/TF, Compatible with MacBook and Windows",QGeeM Adapter Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3OQU8EXMVAZGF&isAmazonFulfilled=1,Visit the QGeeM Store,/stores/QGeeM/page/0037EBD6-4809-43F1-9036-43DF580A6011?ref_=ast_bln,,,"December 18, 2019",,HC1203-hub,6.61 x 4.49 x 0.83 inches,,,,/QGeeM-Display-Docking-Ethernet-Compatible/product-reviews/B082WQVFB1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2906,B00BUUTGYA ,"Kuzy Cover for iMac 27 inch Dust Cover Release 2020 2019 2017 Models A2115 A1862 A1419 A1312 Retina 5K 4K Computer Monitor Dust Covers Screen Protector, Black",,,Visit the Kuzy Store,/stores/Kuzy+Products/page/C73DAADF-A74A-457C-B760-62502041D65C?ref_=ast_bln,,,"March 15, 2013",No,324.iMac27,,10.1 x 9.1 x 1.4 inches,,,/Kuzy-Screen-27-inch-Display-Protector/product-reviews/B00BUUTGYA/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2907,B08K4PSMCM ,"YMCRLUX Laptop Ring Light for Zoom Meetings, Video Conferencing, Webcam Streaming, Video Calls, Makeup, USB Video Conference Lighting with Suction Cup for Computer Monitor, Laptop, Desk, Wall, Mirror",ymcr,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3FRNP9F0GSC9I&isAmazonFulfilled=1,Visit the YMCRLUX Store,/stores/YMCRLUX/page/3B106151-D148-48C7-9F7A-11D907B06483?ref_=ast_bln,,No,"September 26, 2020",,,,6.3 x 6.3 x 1.97 inches,"Logitech C920x HD Pro Webcam, Full HD 1080p/30fps Video Calling, Clear Stereo Audio, HD Light…",https://www.amazon.com/Logitech-C920x-Pro-HD-Webcam/dp/B085TFF7M1/ref=pd_bxgy_2/134-3047496-1351157?_encoding=UTF8&pd_rd_i=B085TFF7M1&pd_rd_r=3a02193b-de66-43d0-b38b-e8bf3e4fbee5&pd_rd_w=iBFwm&pd_rd_wg=0lMMH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=S2J2KRG4RGBT987W8M7Z&psc=1&refRID=S2J2KRG4RGBT987W8M7Z,
2908,B08CBP614F ,"Dell P2720DC 27"" 16:9 IPS Monitor, 2560 x 1440, 60 Hz Refresh Rate, HDMI, DisplayPort",olecto,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUPPZWZP35VB8&isAmazonFulfilled=1,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"July 3, 2020",,P2720DC,27 x 16 x 6 inches,,,,
2909,B01EZH7CKO ,StarTech.com 6ft/1.8m USB C to DisplayPort 1.2 Cable 4K 60Hz - USB-C to DisplayPort Adapter Cable HBR2 - USB Type-C DP Alt Mode to DP Monitor Video Cable - Works w/ Thunderbolt 3 - Black (CDP2DPMM6B),,,Visit the StarTech Store,/stores/StarTech/page/6C0E5AEF-F9E4-4E55-9983-4D6289F918C5?ref_=ast_bln,,,"April 30, 2016",No,CDP2DPMM6B,,8.66 x 7.87 x 0.39 inches,,,/StarTech-com-USB-DisplayPort-Video-Cable/product-reviews/B01EZH7CKO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2910,B08TWMK9W7 ,"USB C to HDMI VGA Adapter,iTSOHOO Aluminum 2 in 1 USB Type C to VGA HDMI 4K Converter Adaptor for Laptop,Monitor,Projector,HDTV, MacBook Pro,Huawei Mate 30/P30/P30 Pro and More USB C Device",MSD  Global Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A27EUHI4ZV8VIV&isAmazonFulfilled=1,Brand: iTSOHOO,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=iTSOHOO,,,"January 25, 2021",,,6.89 x 2.99 x 0.67 inches,,,,
2911,B08734F2SS ,"Monitor Stand Riser with 3 Height Adjustable Desktop Metal Monitor Riser Stand with Non-Skid Rubber for Computer, Laptop, iMac, PC, Printer, Black",TUOPU PRODUCTS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3PV54YQSIUTRR&isAmazonFulfilled=1,Visit the Metiya Store,/stores/IMLIB/page/BA508096-8E24-4D34-9A15-52A0F9BD3FE9?ref_=ast_bln,,,"August 1, 2020",,,15.6 x 9.8 x 1.3 inches,,"Power Strip, bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100…",https://www.amazon.com/Bototek-Protector-Charging-Extension-Smartphone/dp/B07MVZZV3G/ref=pd_bxgy_2/141-5688692-8253704?_encoding=UTF8&pd_rd_i=B07MVZZV3G&pd_rd_r=a91bb108-4cee-4c34-9bda-e93b9fa035a3&pd_rd_w=lTRtb&pd_rd_wg=VxZTe&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TTV1HSKJT9W1DSAK9Y0G&psc=1&refRID=TTV1HSKJT9W1DSAK9Y0G,
2912,B01LZHE42F ,Ipax 10Ft Long White AC Power Cord Cable Pull Copper Wire Core in Retail Box for Computer PC Plasma TV Printer Monitor AC Adapter,American Electronics Depot,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3CS1G639SV608&isAmazonFulfilled=1,Visit the IPAX Store,/stores/IPAX/page/8B3D50DB-529E-4285-A46F-FF60F61B3728?ref_=ast_bln,,,"September 16, 2016",No,IPAX-IC-10Y1W,11 x 3.9 x 2.2 inches,,,,/Copper-Computer-Printer-Monitor-Adapter/product-reviews/B01LZHE42F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2913,B089SHR1L4 ,"4K 60Hz Mini DisplayPort to HDMI Cable iVanky 6.6ft(2m) Thunderbolt to HDMI Cable for MacBook Air/Pro, Surface Pro/Dock, Monitor, Projector, More - Grey",iVANKY Official,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2E1FT04RF13XV&isAmazonFulfilled=1,Visit the ivanky Store,https://www.amazon.com/stores/ivanky/page/B471C0D3-D3C4-4282-9A9B-3F3054C9D53A?ref_=ast_bln,,,"June 8, 2020",,VBB31-US,6.93 x 6.69 x 0.75 inches,,"Mini DisplayPort to DisplayPort(Mini DP to DP) Cable, 6.6 Feet,4K@60Hz / 2K@144Hz, iVANKY…",https://www.amazon.com/DisplayPort-Thunderbolt-Compatible-MacBook-Surface/dp/B07NW9XKGL/ref=pd_bxgy_2/134-2589093-8600653?_encoding=UTF8&pd_rd_i=B07NW9XKGL&pd_rd_r=687f29c6-beb3-48a7-bd74-3618690fdc5f&pd_rd_w=llnqy&pd_rd_wg=Ui0yU&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=W3FDTNEC0V6SA622T4Y4&psc=1&refRID=W3FDTNEC0V6SA622T4Y4,https://www.amazon.com/DisplayPort-Thunderbolt-MacBook-Surface-Projector/product-reviews/B089SHR1L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2914,B00O4EFFPS ,"Kanto 2 Channel Powered PC Gaming Desktop Speakers – 3"" Composite Drivers 3/4"" Silk Dome Tweeter – Class D Amplifier - 100 Watts - Built-in USB DAC - Subwoofer Output - YU2GR (Gloss Red)",,,Visit the Kanto Store,/stores/Kanto/page/8BF639B2-42BB-453D-A508-B7C0BEE3031B?ref_=ast_bln,2 AAA batteries required.,,"October 2, 2014",No,YU2GR,,3.9 x 5.3 x 5.9 inches,,,/Kanto-YU2-Powered-Desktop-Speakers/product-reviews/B00O4EFFPS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2916,B08HSZ328W ,"Acrylic Monitor Stand Riser Keyboard Storage Organizer for Home Office School (20.5""L× 8“W)",YF Craft,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B16DJO1NOBOF&isAmazonFulfilled=1,Brand: Genricc,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Genricc,,,"September 11, 2020",,,21.25 x 9.25 x 4 inches,,,,
2917,B07Z7FH45L ,xcivi Monitor Side Mount Magnetic Bracket Laptop Duo Screen Mount - Mount Your Smartphone or Tablet to Your Laptop and Monitor (Black),Xcivi,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A038338732HYPKP7IJ7WB&isAmazonFulfilled=1,Visit the xcivi Store,https://www.amazon.com/stores/xcivi/page/F7F22EAE-80BB-4EA0-9028-F11944E0A627?ref_=ast_bln,,,"April 1, 2019",,,,5.51 x 4.88 x 0.16 inches,Xcivi Phone Tablet to Laptop Clip/ Connect Laptop Clip/ Laptop Side Mount /Duo Screens Mount for…,https://www.amazon.com/xcivi-Tablet-Connect-Screens-Monitor/dp/B07ZX5343Y/ref=pd_bxgy_2/132-4321030-4796426?_encoding=UTF8&pd_rd_i=B07ZX5343Y&pd_rd_r=38f215d6-a505-4f29-9410-e4b1b368c382&pd_rd_w=J2YaS&pd_rd_wg=eoqPH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J3Y67B0R92892T5M5DN7&psc=1&refRID=J3Y67B0R92892T5M5DN7,https://www.amazon.com/xcivi-Monitor-Magnetic-Bracket-Laptop/product-reviews/B07Z7FH45L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2918,B00ST052XS ,"Loctek Monitor Arm Support Dual Monitor Mounts Stand, Full Motion Swivel Gas Spring for 10-27 inches LCD Computer VESA Monitor (Dual Arm Desk Mount)",,,Visit the Loctek Store,/stores/Loctek/page/1DE6981F-1803-4230-8E1D-55569AE6228E?ref_=ast_bln,,,"January 27, 2015",No,LYSB00ST052XS-CMPTRACCS,,15.63 x 12.48 x 5.91 inches,,,/Loctek-Monitor-Mounts-Support-Computer/product-reviews/B00ST052XS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2919,B08K4SVTRN ,"USB to HDMI Adapter, 1080P HD Audio Video Cable Converter, USB 3.0/2.0 to HDMI Multiple Monitors Cable Converter with Audio Compatible with Windows XP 7/8/8.1/10 for PC Laptop Projector HDTV",Rellyuar,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A16SSYC499NATI&isAmazonFulfilled=1,Brand: Rellyuar,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Rellyuar,,,"October 25, 2020",,,7.68 x 5.63 x 0.79 inches,,"DisplayPort to HDMI, Benfei Gold-Plated DP Display Port to HDMI Adapter (Male to Female) Compatible…",https://www.amazon.com/DisplayPort-Adapter-Converter-Gold-Plated-Compatible/dp/B017Q8ZVWK/ref=pd_bxgy_2/146-8374321-9773827?_encoding=UTF8&pd_rd_i=B017Q8ZVWK&pd_rd_r=c3057524-c17c-46b5-ac1d-30c3fe4f1eeb&pd_rd_w=CAydH&pd_rd_wg=Ryi0b&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=H22C8A4N8G9XAA7XRV2C&psc=1&refRID=H22C8A4N8G9XAA7XRV2C,https://www.amazon.com/Converter-Multiple-Monitors-Compatible-Projector/product-reviews/B08K4SVTRN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2920,B085T6XMVH ,"Collapsible Molded iPad Pro 11"" Sun Shade and Privacy Hood Compatible With iPad 11 Inch Sun Shade and Privacy Hood Case Travel Cover Sun Shield Sun Blocker Sun Guard Protector Monitor Hood MADE IN USA",Surf To Summit,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2S3P3WBDXASIQ&isAmazonFulfilled=1,Brand: Surf To Summit,/Surf-To-Summit/b/ref=bl_dp_s_web_6574324011?ie=UTF8&node=6574324011&field-lbr_brands_browse-bin=Surf+To+Summit,,,"March 11, 2020",,SSPRO11,11.06 x 7.87 x 1.69 inches,,"Collapsible Molded iPad Sun Shade and Privacy Hood Fits 9.7"" Screens iPad 2 iPad Air iPad 3 iPad4…",https://www.amazon.com/Collapsible-Molded-Privacy-Blocker-Protector/dp/B00P1MA98K/ref=pd_bxgy_2/146-7975038-6885721?_encoding=UTF8&pd_rd_i=B00P1MA98K&pd_rd_r=e56fd247-3e41-419b-9e4e-433dbb5f1de4&pd_rd_w=7WBad&pd_rd_wg=zp6SU&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BN7CGFKXGTZM8NQ39M3M&psc=1&refRID=BN7CGFKXGTZM8NQ39M3M,
2921,B00MCZRTGE ,HP ELiteDisplay E231i F9Z10A8#ABA 23-Inch Screen LED-Lit Monitor,,,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"August 2, 2014",No,F9Z10A8#ABA,,24 x 20 x 7.1 inches,,,
2922,B008OZSNAC ,"Dell P2213 22"" LED LCD Monitor - 16:10 - 5 ms",,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"June 7, 2012",No,469-3136,,2.35 x 20.09 x 13.1 inches,,,
2923,B0844KB37Z ,"HP LED Monitor, Black",,,Visit the HP Store,/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln,,,"January 30, 2020",,9UJ12A8#ABA,,1.8 x 19.6 x 11.9 inches,,,
2924,B08MPDX2G5 ,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),Comix Group,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28ZKYI2GX8H30&isAmazonFulfilled=1,Visit the Comix Store,/stores/Comix/page/74AED4FF-06F7-4CA9-9029-24AA4C6F45FA?ref_=ast_bln,,,"November 4, 2020",,,16.42 x 12.64 x 5.71 inches,,,,
2925,B07Z7ZM8CJ ,"MOUNTUP Dual Monitor Stand - Adjustable Gas Spring Dual Monitor Mount, Monitor Desk Mount with C Clamp, Grommet Mounting Base, Monitor Arm for Computer Screen up to 32 Inch, MU0005",MOUNTUP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3O3GHLAAB8VWC&isAmazonFulfilled=1,Visit the MOUNTUP Store,/stores/MOUNTUP/page/15E8E5C0-71A7-44EF-9701-F3BE86321CF1?ref_=ast_bln,,,"October 17, 2019",,MU0005,16.02 x 12.2 x 7.05 inches,,"MOUNTUP Single Monitor Desk Mount - Adjustable Gas Spring Monitor Arm, VESA Mount with C Clamp…",https://www.amazon.com/MOUNTUP-Single-Monitor-Desk-Mount/dp/B07Z7ZGHD5/ref=pd_bxgy_2/134-8987829-5361043?_encoding=UTF8&pd_rd_i=B07Z7ZGHD5&pd_rd_r=f0268dfb-c4d0-4b60-8eca-e3df720944c4&pd_rd_w=lnaiT&pd_rd_wg=sm9IF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9ZAC597V4R2JF6GFKHA4&psc=1&refRID=9ZAC597V4R2JF6GFKHA4,
2926,B0854K1KVH ,"XP-PEN Artist15.6 Pro 15.6 Inch Drawing Monitor Pen Display Graphic Monitor Full-Laminated Graphic Tablet Display with Tilt Function and Red Dial (8192 Levels Levels Pen Pressure, 120% sRGB) Pen",OCEANLYKJ,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1KMSU2IVTRQKC&isAmazonFulfilled=1,Visit the XP-PEN Store,/stores/XP-PEN/page/F604EA49-79C9-4AB9-919D-22EE6487EB7B?ref_=ast_bln,,,"February 25, 2020",,,,13.55 x 7.62 x 0.47 inches,,,
2927,B08DKMG439 ,"USB to HDMI Adapter, USB 3.0/2.0 to HDMI Adapter with HD 1080P Video Audio Graphics Cable Converter for Multiple Monitor, Support Windows XP/7/8/10【NO MAC/Linux/Vista/Chrome/Firestick】",Raxoon US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AZ6EJ9DJO0A9C&isAmazonFulfilled=1,Brand: RayCue,https://www.amazon.com/RayCue/b/ref=bl_dp_s_web_19838481011?ie=UTF8&node=19838481011&field-lbr_brands_browse-bin=RayCue,,,"July 24, 2020",,,,0.79 x 1.18 x 1.57 inches,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/135-9767879-4814615?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=1de9652e-f794-4548-affe-91644b733640&pd_rd_w=VLr0J&pd_rd_wg=zTQ8D&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=6YW76SSPJGHKX67FA6M0&psc=1&refRID=6YW76SSPJGHKX67FA6M0,https://www.amazon.com/Adapter-Graphics-Converter-Multiple-Firestick%E3%80%91/product-reviews/B08DKMG439/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2928,B002KMSJBI ,VGA to VGA Male-Male Video Cable Mini D-SUB RGB - 6 Ft For PC to CRT or LCD TV/Monitors,SuperCoolShop,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A255ACMACXJVSW&isAmazonFulfilled=1,Visit the Dell Store,https://www.amazon.com/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"August 6, 2009",No,4330584618,,6.5 x 6.25 x 0.4 inches,"HDMI to VGA, Benfei Gold-Plated HDMI to VGA Adapter (Male to Female) Compatible for Computer…",https://www.amazon.com/Gold-Plated-Compatible-Projector-Chromebook-Raspberry/dp/B075GZ8DX7/ref=pd_bxgy_2/138-0991895-3343238?_encoding=UTF8&pd_rd_i=B075GZ8DX7&pd_rd_r=53d010d1-96d6-4648-a459-407adc16ce2b&pd_rd_w=whFRx&pd_rd_wg=ZQ8m0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0A53ZNY4XXH2T4VRD80G&psc=1&refRID=0A53ZNY4XXH2T4VRD80G,https://www.amazon.com/Male-Male-Video-Cable-Mini-D-SUB/product-reviews/B002KMSJBI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2929,B00F6EPAXW ,Acer V206HQ UM.IV6AA.A01 20-Inch Screen LED-lit Monitor,,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"September 1, 2004",No,UM.IV6AA.A01,,14.26 x 7.52 x 18.24 inches,,,
2930,B08J9J8D1Q ,"LG 31.5” HDR10 IPS UHD 4K Monitor (3840x2160) with DCI-P3 95% (Typ.), AMD FreeSync, Dynamic Action Sync, Black Stabilizer, MAXX Audio & Ergonomic Design (32BN67U-B)",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"September 17, 2020",,32BN67U-B,,32.3 x 9.7 x 20 inches,,,
2931,B08CXLQ45V ,"HUANUO Laptop/ Notebook Desk Mount Stand - Height Adjustable Single Arm Mount with C Clamp, VESA 75X75 and 100X100 for Monitor 15-32 inch",liyu electronics,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A177XTH6CJABI8&isAmazonFulfilled=1,Brand: HUANUO,/HUANUO/b/ref=bl_dp_s_web_19834752011?ie=UTF8&node=19834752011&field-lbr_brands_browse-bin=HUANUO,,,"September 21, 2020",,,,17 x 12 x 3.7 inches,,,
2932,B08LT9N3QD ,"Monitor Stand Riser, 3 Height Adjustable, 2 Packs, Stable Black Metal Construction and perforated ventilation holes Adjustable in Three Heights. Perfect for Computer Monitor Small Printers and Laptops",520 household supplies company,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14AUD79VOHF0E&isAmazonFulfilled=1,Brand: “N/A”,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=%E2%80%9CN%2FA%E2%80%9D,,,"October 25, 2020",,,16.1 x 9.7 x 1.9 inches,,,,
2933,B01G3C1T44 ,"3M Gold Privacy Filter for 21.5 Inch Widescreen Monitor, Reversible Gold/Black, Reduces Blue Light, Increased Clarity, Screen Protection, 16:9 Aspect Ratio (GF215W9B)",,,Brand: 3M,/3M/b/ref=bl_dp_s_web_2528843011?ie=UTF8&node=2528843011&field-lbr_brands_browse-bin=3M,,,"May 24, 2016",No,GF215W9B,,0.13 x 14.5 x 21.75 inches,,,/3M-Privacy-Widescreen-Monitor-GF215W9B/product-reviews/B01G3C1T44/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2934,B0000512E1 ,"Tripp Lite 6 Outlet Under-Monitor Isobar Surge Protector Power Strip, 2 USB, 8ft Cord, Tel/Modem/Fax Protection, RJ11, & $100,000 Insurance (MT-6PLUS)",,,Visit the Tripp Lite Store,/stores/Tripp+Lite/page/A32C28E1-7D68-4127-A940-901841EA7721?ref_=ast_bln,,,"February 17, 2006",Yes,MT-6PLUS,,12.52 x 13.5 x 2.01 inches,Cables Unlimited 2 Outlet Xtender Power Cord Splitter,/Cables-Unlimited-PWR-PSLIB-2-22-Inch-Splitter/dp/B000234UFG/ref=pd_bxgy_2/134-5221661-9168014?_encoding=UTF8&pd_rd_i=B000234UFG&pd_rd_r=dacfda9f-b8de-4f18-afd3-e5c2d8658ae0&pd_rd_w=qTRWL&pd_rd_wg=mfbMz&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=MJH7A4W7XBYAM3GNS2H2&psc=1&refRID=MJH7A4W7XBYAM3GNS2H2,/Tripp-Lite-Under-Monitor-Protection-MT-6PLUS/product-reviews/B0000512E1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2935,B000067SMI ,StarTech.com 15 ft Coax High Resolution Monitor VGA Cable - HD15 M/M - 15ft HD15 to HD15 Cable - 15ft VGA Monitor Cable (MXT105MMHQ),,,Visit the StarTech Store,/stores/StarTech/page/6C0E5AEF-F9E4-4E55-9983-4D6289F918C5?ref_=ast_bln,,,"October 2, 2001",Yes,MXT105MMHQ,,14.88 x 0.91 x 14.88 inches,,,/StarTech-com-Coax-Resolution-Monitor-Cable/product-reviews/B000067SMI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2936,B087N5DG2S ,"NEC E172M-BK 17"" Desktop Monitor with LED Backlighting, Black",,,Brand: NEC,/NEC/b/ref=bl_dp_s_web_13991758011?ie=UTF8&node=13991758011&field-lbr_brands_browse-bin=NEC,,,"April 25, 2020",No,E172M-BK,,17.2 x 18.9 x 6.87 inches,,,
2937,B074CDX519 ,"Targus USB-C Universal Dual Video 4K Laptop Docking Station with Charging Power, Audio, & 4 USB Ports for PC, Mac, & Android (DOCK180USZ)",eDealerTech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BXRQ6Z66XGJG&isAmazonFulfilled=1,Visit the Targus Store,/stores/Targus/page/D2155296-7EA1-46F0-8F8D-924DCABC6406?ref_=ast_bln,,,"July 28, 2017",No,DOCK180USZ,,3.6 x 1.5 x 6.75 inches,,,/Targus-Universal-Docking-Charging-DOCK180USZ/product-reviews/B074CDX519/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2938,B08SW9DKPK ,Dual Monitor Stand Riser for 2 Monitor 21 inch Desktop Riser Length and Angle Adjustable Desktop Stand for TV Laptop Printer Stand Storage Organizer for Monitor,ALILY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3URZTWFDKUF47&isAmazonFulfilled=1,Visit the WESTREE Store,/stores/WESTREE/page/F0F673E8-F14D-4C91-A5A6-C498DBA5740A?ref_=ast_bln,,,"January 13, 2021",,,15.39 x 11.26 x 4.13 inches,,,,
2939,B08P6MSZ7Y ,"CHUICHUIHU Acrylic Monitor Stand Riser, Clear Computer Monitor Riser for Desktop, Desk, Upgrade Acrylic Laptop Stand, Multi-Media iMac PC Stand for Home Office (15 x 9.3 x 3.3 in)",CHUICHUIHU Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JUVA50NQUG8E&isAmazonFulfilled=1,Brand: CHUICHUIHU,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=CHUICHUIHU,,,"February 11, 2021",No,,15.43 x 9.57 x 2.01 inches,,,,
2940,B08FXD2V9F ,GAOMON PD156PRO 15.6 inches Full-Laminated Pen Display Digital Drawing Monitor with 9 Express Keys and 8192 Levels Tilt-Support Battery-Free Pen,ArtPaint,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2PBIMFQPFPWFJ&isAmazonFulfilled=1,Visit the GAOMON Store,/stores/GAOMON/page/B7C738CD-E6BD-4081-ADB0-F6826433B14B?ref_=ast_bln,,,"August 26, 2020",,,19.25 x 12.36 x 3.43 inches,,GAOMON AP50 Battery-Free Stylus with 8192 Levels Pen Pressure for PD1161/PD1561 /PD156 Pro Pen…,https://www.amazon.com/GAOMON-Battery-Free-Stylus-Pressure-Display/dp/B08JC31128/ref=pd_bxgy_2/143-0710341-2016252?_encoding=UTF8&pd_rd_i=B08JC31128&pd_rd_r=f53e904d-c6ac-4053-8136-6f5ae0a78c1b&pd_rd_w=BwBRw&pd_rd_wg=o1UXM&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3WDKMKCF9BPWHZMDMMQ5&psc=1&refRID=3WDKMKCF9BPWHZMDMMQ5,
